"Year,""District"",""Code"",""Location"",""Robbery"",""Street_robbery"",""Injury"",""Agg_assault"",""Threat"",""Theft"",""Car"",""From_car"",""Bike"",""Burglary"",""Fire"",""Arson"",""Damage"",""Graffiti"",""Drugs"",""Local"""
"2013,""Charlottenburg-Wilmersdorf"",40413,""Wiesbadener Straße"",12,4,83,12,43,656,24,221,127,55,2,2,140,25,2,293"
"2013,""Charlottenburg-Wilmersdorf"",40514,""Düsseldorfer Straße"",37,15,258,69,109,1970,83,448,263,194,15,4,330,89,52,778"
"2013,""Charlottenburg-Wilmersdorf"",40515,""Barstraße"",23,14,116,29,57,903,15,199,154,64,1,1,143,21,20,378"
"2013,""Charlottenburg-Wilmersdorf"",40516,""Volkspark Wilmersdorf"",51,13,227,62,95,1690,61,388,356,100,24,10,303,61,50,667"
"2013,""Charlottenburg-Wilmersdorf"",40617,""Forst Grunewald"",1,1,15,5,5,68,2,33,4,0,2,1,21,0,2,27"
"2013,""Charlottenburg-Wilmersdorf"",49900,""Bezirk (Ch-Wi), nicht zuzuordnen"",1,0,182,57,33,694,3,16,0,0,1,1,254,215,5,237"
"2013,""Spandau"",50101,""Hakenfelde"",14,8,172,42,76,1005,25,187,56,52,20,6,222,21,40,704"
"2013,""Spandau"",50102,""Falkenhagener Feld"",52,21,445,85,150,1170,35,180,146,89,40,5,351,13,46,1135"
"2013,""Spandau"",50103,""Spandau Mitte"",96,46,758,181,243,2471,41,291,267,72,31,8,602,112,223,1630"
"2013,""Spandau"",50204,""Brunsbütteler Damm"",16,7,167,44,59,911,32,136,62,58,10,2,229,56,21,417"
"2013,""Spandau"",50205,""Heerstraße Nord"",29,15,377,102,159,1124,51,167,71,71,19,3,352,43,34,1031"
"2013,""Spandau"",50206,""Wilhelmstadt"",43,21,478,111,217,2470,45,238,188,92,21,8,480,39,120,1248"
"2013,""Spandau"",50307,""Haselhorst"",20,8,156,40,64,1099,30,180,59,53,11,3,238,22,25,551"
"2013,""Spandau"",50308,""Siemensstadt"",19,11,158,34,67,775,29,153,83,30,8,4,155,28,12,426"
"2013,""Spandau"",50409,""Gatow/Kladow"",4,1,70,16,32,456,11,107,25,80,11,5,141,28,4,163"
"2013,""Spandau"",59900,""Bezirk (Sp), nicht zuzuordnen"",2,1,36,6,11,244,4,11,7,1,3,1,150,119,3,53"
"2013,""Steglitz-Zehlendorf"",60101,""Schloßstr."",67,32,205,30,71,2879,29,193,176,107,12,5,235,75,40,586"
"2013,""Steglitz-Zehlendorf"",60102,""Albrechtstr."",54,22,263,52,145,1617,112,418,232,162,17,6,332,62,59,879"
"2013,""Steglitz-Zehlendorf"",60203,""Lankwitz"",34,14,311,60,138,1315,61,317,122,137,24,6,364,70,88,784"
"2013,""Steglitz-Zehlendorf"",60204,""Ostpreußendamm"",19,11,232,52,97,1286,61,344,188,89,12,6,235,34,55,549"
"2013,""Steglitz-Zehlendorf"",60305,""Teltower Damm"",35,14,153,30,92,1403,57,374,284,148,17,4,254,39,51,475"
"2013,""Steglitz-Zehlendorf"",60306,""Drakestr."",30,7,198,33,108,1936,85,497,222,166,17,8,289,33,49,635"
"2013,""Steglitz-Zehlendorf"",60407,""Zehlendorf Südwest"",21,11,161,28,77,1289,49,441,149,155,9,2,215,22,33,422"
"2013,""Steglitz-Zehlendorf"",60408,""Zehlendorf Nord"",27,11,219,44,118,2207,88,684,226,292,17,2,404,139,46,610"
"2013,""Steglitz-Zehlendorf"",69900,""Bezirk (St-Zd), nicht zuzuordnen"",1,1,44,8,26,214,3,7,2,0,2,1,209,169,2,68"
"2013,""Tempelhof-Schöneberg"",70101,""Schöneberg-Nord"",241,122,786,237,243,4449,85,508,447,233,54,19,681,135,307,1976"
"2013,""Tempelhof-Schöneberg"",70202,""Schöneberg-Süd"",93,49,548,149,177,2900,56,376,627,162,23,9,518,113,218,1406"
"2013,""Tempelhof-Schöneberg"",70303,""Friedenau"",62,19,259,43,115,2909,79,430,424,89,28,7,402,106,75,751"
"2013,""Tempelhof-Schöneberg"",70404,""Tempelhof"",88,35,659,155,299,3581,109,791,348,145,48,13,703,123,300,1647"
"2013,""Tempelhof-Schöneberg"",70505,""Mariendorf"",60,35,417,90,178,1886,91,513,140,145,27,5,493,59,102,1143"
"2013,""Tempelhof-Schöneberg"",70606,""Marienfelde"",23,12,243,56,109,1310,35,238,78,68,22,3,225,23,50,629"
"2013,""Tempelhof-Schöneberg"",70707,""Lichtenrade"",31,14,339,64,135,1231,51,390,98,179,29,10,338,46,64,754"
"2013,""Tempelhof-Schöneberg"",79900,""Bezirk (Th-Sb), nicht zuzuordnen"",2,2,69,14,22,375,0,7,7,1,1,1,105,68,6,105"
"2013,""Neukölln"",80101,""Schillerpromenade"",144,84,679,218,208,2193,40,284,201,140,32,13,561,119,929,1630"
"2013,""Neukölln"",80102,""Neuköllner Mitte/Zentrum"",135,69,843,237,248,4367,58,437,226,175,39,19,618,109,200,2048"
"2013,""Neukölln"",80103,""Reuterstraße"",95,49,509,182,173,2808,65,244,300,151,27,14,567,112,232,1285"
"2013,""Neukölln"",80104,""Rixdorf"",125,72,603,168,201,2211,50,367,269,148,31,15,509,86,110,1531"
"2013,""Neukölln"",80105,""Köllnische Heide"",30,16,231,65,132,1339,54,349,34,44,21,8,508,45,29,672"
"2013,""Neukölln"",80206,""Britz"",75,47,427,113,199,2123,99,623,156,159,39,15,413,39,53,1188"
"2013,""Neukölln"",80207,""Buckow"",24,11,138,38,69,687,23,214,39,93,11,3,227,29,23,455"
"2013,""Neukölln"",80308,""Gropiusstadt"",76,37,274,65,115,1775,44,242,164,72,28,11,479,54,28,834"
"2013,""Neukölln"",80409,""Buckow Nord"",11,3,88,19,38,461,12,115,25,28,13,1,91,5,5,216"
"2013,""Neukölln"",80410,""Rudow"",32,19,230,69,104,1344,111,441,144,153,10,3,288,23,16,570"
"2013,""Neukölln"",89900,""Bezirk (Nk), nicht zuzuordnen"",5,4,57,17,11,230,2,16,0,0,0,0,52,39,10,77"
"2013,""Treptow-Köpenick"",90101,""Alt-Treptow"",45,29,127,30,33,1069,21,109,228,42,2,1,166,51,65,343"
"2013,""Treptow-Köpenick"",90102,""Plänterwald"",12,7,82,16,25,594,27,210,77,32,7,1,133,16,6,241"
"2013,""Treptow-Köpenick"",90103,""Baumschulenweg"",21,12,95,20,59,684,35,211,100,47,8,3,167,46,24,308"
"2013,""Treptow-Köpenick"",90104,""Johannisthal"",11,4,99,16,61,619,57,168,75,45,9,4,164,34,15,256"
"2013,""Treptow-Köpenick"",90205,""Oberschöneweide"",23,13,353,81,99,1066,69,185,119,27,14,8,372,132,41,720"
"2013,""Treptow-Köpenick"",90206,""Niederschöneweide"",14,5,145,40,44,903,25,93,133,10,11,6,169,51,32,279"
"2013,""Treptow-Köpenick"",90207,""Adlershof"",20,13,118,34,57,960,32,152,204,18,10,3,158,28,13,291"
"2013,""Treptow-Köpenick"",90208,""Köllnische Vorstadt/Spindlersfeld"",10,5,143,35,41,327,20,54,75,13,20,14,202,64,20,316"
"2013,""Treptow-Köpenick"",90309,""Altglienicke"",7,3,164,32,73,634,47,228,97,46,15,3,130,19,23,332"
"2013,""Treptow-Köpenick"",90310,""Bohnsdorf"",6,2,66,9,30,352,23,87,43,28,5,3,115,34,14,138"
"2013,""Treptow-Köpenick"",90311,""Grünau"",2,0,22,5,12,233,15,49,72,15,4,3,56,18,7,54"
"2013,""Treptow-Köpenick"",90312,""Schmöckwitz/Karolinenhof/Rauchfangswerder"",1,0,21,3,12,171,4,82,3,13,2,2,27,2,0,43"
"2013,""Treptow-Köpenick"",90413,""Köpenick-Süd"",1,1,73,9,31,361,20,123,61,10,16,3,133,28,7,186"
"2013,""Treptow-Köpenick"",90414,""Allende-Viertel"",0,0,38,2,14,198,10,20,51,2,3,0,48,16,2,97"
"2013,""Treptow-Köpenick"",90415,""Altstadt-Kietz"",7,2,94,15,24,220,7,28,61,9,3,1,88,16,5,199"
"2013,""Treptow-Köpenick"",90416,""Müggelheim"",0,0,14,1,16,107,6,32,7,6,2,1,26,0,1,45"
"2013,""Treptow-Köpenick"",90517,""Friedrichshagen"",10,4,73,16,36,560,30,91,221,13,8,2,112,25,2,176"
"2013,""Treptow-Köpenick"",90518,""Rahnsdorf/Hessenwinkel"",2,2,25,4,23,348,11,141,69,37,2,1,55,5,2,75"
"2013,""Treptow-Köpenick"",90519,""Dammvorstadt"",10,4,139,28,37,807,16,66,163,10,20,12,150,12,51,322"
"2013,""Treptow-Köpenick"",90520,""Köpenick-Nord"",4,2,38,14,31,281,20,78,59,27,8,3,73,9,1,129"
"2013,""Treptow-Köpenick"",99900,""Bezirk (Tp-Kp), nicht zuzuordnen"",3,1,80,25,17,275,5,29,5,1,2,2,278,221,11,106"
"2013,""Marzahn-Hellersdorf"",100101,""Marzahn-Nord"",38,17,402,87,115,795,52,126,88,30,32,11,279,43,33,780"
"2013,""Marzahn-Hellersdorf"",100102,""Marzahn-Mitte"",81,31,782,165,184,1973,103,467,147,43,47,15,505,68,78,1396"
"2013,""Marzahn-Hellersdorf"",100103,""Marzahn-Süd"",52,21,340,68,125,1631,157,361,114,37,17,7,356,66,23,818"
"2013,""Marzahn-Hellersdorf"",100204,""Hellersdorf-Nord"",61,35,717,141,194,1465,45,202,169,23,72,26,581,150,83,1357"
"2013,""Marzahn-Hellersdorf"",100205,""Hellersdorf-Ost"",30,20,205,38,80,568,18,79,126,14,19,9,224,33,32,479"
"2013,""Marzahn-Hellersdorf"",100206,""Hellersdorf-Süd"",34,23,286,48,86,657,32,121,102,20,26,3,252,75,33,595"
"2013,""Marzahn-Hellersdorf"",100307,""Biesdorf"",10,4,177,23,77,1260,35,290,190,55,18,8,215,28,18,349"
"2013,""Marzahn-Hellersdorf"",100408,""Kaulsdorf"",9,4,71,13,41,504,16,168,86,82,6,3,122,26,7,178"
"2013,""Marzahn-Hellersdorf"",100409,""Mahlsdorf"",9,3,86,14,55,734,41,215,86,112,2,0,130,25,15,184"
"2013,""Marzahn-Hellersdorf"",109900,""Bezirk (Mz-Hd), nicht zuzuordnen"",3,0,73,18,15,243,9,3,6,0,1,0,154,106,2,93"
"2013,""Lichtenberg"",110101,""Malchow, Wartenberg und Falkenberg"",2,0,23,3,12,246,4,41,8,35,5,4,29,3,5,52"
"2013,""Lichtenberg"",110102,""Neu-Hohenschönhausen Nord"",29,16,333,59,81,802,27,125,99,18,13,7,201,27,67,712"
"2013,""Lichtenberg"",110103,""Neu-Hohenschönhausen Süd"",32,8,287,49,64,980,62,130,78,40,21,6,274,30,40,643"
"2013,""Lichtenberg"",110204,""Alt-Hohenschönhausen Nord"",13,3,117,23,48,845,24,145,37,44,11,6,193,26,14,339"
"2013,""Lichtenberg"",110205,""Alt-Hohenschönhausen Süd"",31,16,206,37,93,1367,72,279,151,66,15,4,316,71,34,731"
"2013,""Lichtenberg"",110306,""Fennpfuhl"",26,14,257,49,78,1170,77,262,188,44,17,4,318,72,25,613"
"2013,""Lichtenberg"",110307,""Alt-Lichtenberg"",37,22,372,99,109,1943,65,327,178,52,22,11,388,103,56,874"
"2013,""Lichtenberg"",110308,""Frankfurter Allee Süd"",18,10,90,15,31,646,35,106,137,16,8,4,104,13,53,237"
"2013,""Lichtenberg"",110409,""Neu Lichtenberg"",34,16,246,48,68,1382,72,208,287,30,24,14,318,94,65,663"
"2013,""Lichtenberg"",110410,""Friedrichsfelde Nord"",15,4,147,33,50,716,50,144,34,39,20,7,142,28,17,338"
"2013,""Lichtenberg"",110411,""Friedrichsfelde Süd"",25,8,161,32,61,743,49,141,88,49,11,3,202,76,14,403"
"2013,""Lichtenberg"",110512,""Rummelsburger Bucht"",6,4,19,7,8,173,9,45,25,9,22,10,63,13,8,62"
"2013,""Lichtenberg"",110513,""Karlshorst"",10,5,111,22,44,852,67,186,157,70,19,11,192,32,5,351"
"2013,""Lichtenberg"",119900,""Bezirk (Lb), nicht zuzuordnen"",4,3,64,24,6,209,6,8,7,0,1,0,169,123,6,83"
"2013,""Reinickendorf"",121031,""Ost 1 - Reginhardstr."",38,15,393,94,166,1183,30,191,158,80,16,10,260,29,132,979"
"2013,""Reinickendorf"",121032,""Ost 2 - Alt-Reinickendorf"",49,21,313,63,130,1433,39,322,170,60,30,13,322,55,152,789"
"2013,""Reinickendorf"",122141,""West 1 - Tegel-Süd/Flughafensee"",15,5,228,52,89,1446,20,254,53,76,10,7,175,23,228,529"
"2013,""Reinickendorf"",122144,""West 4 - Auguste-Viktoria-Allee"",45,17,342,80,166,1375,32,187,117,67,14,8,321,43,100,850"
"2013,""Reinickendorf"",122145,""West 5 - Tegel/Tegeler Forst"",23,13,158,38,53,969,12,98,102,19,6,3,165,30,41,336"
"2013,""Reinickendorf"",122242,""West 2 - Heiligensee/Konradshöhe"",4,3,90,15,48,639,16,261,77,129,10,4,212,36,27,279"
"2013,""Reinickendorf"",122311,""Nord 1 - Frohnau/Hermsdorf"",25,9,117,23,49,1180,41,391,273,205,7,1,227,49,19,334"
"2013,""Reinickendorf"",123012,""Nord 2 - Waidmannslust/Wittenau/Lübars"",45,22,310,61,130,1631,22,291,169,99,16,4,264,59,97,662"
"2013,""Reinickendorf"",123021,""MV 1 - Märkisches Viertel"",86,57,600,135,219,1986,37,328,133,67,44,18,428,36,139,1486"
"2013,""Reinickendorf"",123022,""MV 2 - Rollbergsiedlung"",14,9,85,21,39,487,6,82,26,36,6,4,116,15,14,223"
"2013,""Reinickendorf"",123043,""West 3 - Borsigwalde/Freie Scholle"",15,7,121,27,52,645,11,102,70,64,17,5,117,13,33,272"
"2013,""Reinickendorf"",129900,""Bezirk (Rd), nicht zuzuordnen"",3,0,23,7,7,136,1,7,0,1,6,6,92,46,7,34"
"2014,""Mitte"",10111,""Tiergarten Süd"",74,48,514,134,133,2604,17,220,195,70,8,5,252,30,163,1043"
"2014,""Mitte"",10112,""Regierungsviertel"",51,19,432,84,115,4370,11,189,371,52,3,2,385,137,89,843"
"2014,""Mitte"",10113,""Alexanderplatz"",203,106,1309,364,350,10510,89,710,1074,241,46,18,1207,351,506,2984"
"2014,""Mitte"",10114,""Brunnenstraße Süd"",34,16,180,31,68,2248,56,230,488,127,6,1,356,132,79,771"
"2014,""Mitte"",10221,""Moabit West"",76,32,557,147,159,2650,73,482,399,118,36,15,482,82,216,1226"
"2014,""Mitte"",10222,""Moabit Ost"",57,33,599,157,173,3834,43,415,426,98,42,19,498,83,399,1282"
"2014,""Mitte"",10331,""Osloer Straße"",111,52,772,190,218,3846,31,410,344,202,38,14,471,48,266,1645"
"2014,""Mitte"",10332,""Brunnenstraße Nord"",107,47,648,167,217,3183,69,407,384,178,48,19,532,92,302,1574"
"2014,""Mitte"",10441,""Parkviertel"",89,46,652,151,240,3372,58,461,353,176,28,8,473,52,192,1687"
"2014,""Mitte"",10442,""Wedding Zentrum"",131,68,1052,283,351,3802,61,487,426,257,35,17,692,160,511,2342"
"2014,""Mitte"",19900,""Bezirk (Mi), nicht zuzuordnen"",81,54,64,28,60,1515,27,341,209,5,15,7,58,0,157,306"
"2014,""Friedrichshain-Kreuzberg"",20101,""Südliche Friedrichstadt"",119,80,675,194,224,3951,53,825,463,162,45,14,600,90,218,1563"
"2014,""Friedrichshain-Kreuzberg"",20202,""Tempelhofer Vorstadt"",128,60,986,264,262,5460,97,545,1010,230,54,18,854,212,226,2047"
"2014,""Friedrichshain-Kreuzberg"",20303,""nördliche Luisenstadt"",125,86,566,214,128,3197,26,185,398,97,40,13,462,132,405,1153"
"2014,""Friedrichshain-Kreuzberg"",20304,""südliche Luisenstadt"",171,132,583,271,117,2814,31,213,373,82,57,18,508,165,996,1231"
"2014,""Friedrichshain-Kreuzberg"",20405,""Karl-Marx-Allee-Nord"",30,20,187,43,72,1462,66,272,223,72,18,6,265,34,27,631"
"2014,""Friedrichshain-Kreuzberg"",20407,""Karl-Marx-Allee-Süd"",88,57,524,144,109,3300,42,302,352,46,18,6,515,87,291,1054"
"2014,""Friedrichshain-Kreuzberg"",20506,""Frankfurter Allee Nord"",16,9,300,65,91,2095,72,194,469,71,30,10,562,77,62,998"
"2014,""Friedrichshain-Kreuzberg"",20508,""Frankfurter Allee Süd FK"",162,116,880,287,163,5162,71,358,849,143,44,19,1184,218,665,2099"
"2014,""Friedrichshain-Kreuzberg"",29900,""Bezirk (Fh-Kb), nicht zuzuordnen"",101,90,65,37,46,1352,27,213,198,1,8,5,84,0,149,306"
"2014,""Pankow"",30101,""Buch"",6,3,123,32,79,761,30,194,95,24,19,8,171,25,20,307"
"2014,""Pankow"",30202,""Blankenfelde/Niederschönhausen"",7,2,120,30,59,759,23,168,124,85,14,4,144,22,13,321"
"2014,""Pankow"",30203,""Buchholz"",2,1,68,16,31,459,21,78,51,38,2,0,97,27,9,148"
"2014,""Pankow"",30304,""Karow"",4,3,49,8,23,397,9,89,104,50,2,0,100,8,9,143"
"2014,""Pankow"",30307,""Blankenburg/Heinersdorf/Märchenland"",8,1,80,17,48,839,17,135,105,53,7,7,112,8,7,201"
"2014,""Pankow"",30405,""Schönholz/Wilhelmsruh/Rosenthal"",9,3,56,6,38,622,19,111,100,67,5,0,117,20,14,217"
"2014,""Pankow"",30406,""Pankow Zentrum"",35,20,186,42,80,2190,56,237,614,69,25,11,316,74,36,711"
"2014,""Pankow"",30408,""Pankow Süd"",26,15,162,47,75,1392,69,220,386,72,13,10,303,53,21,670"
"2014,""Pankow"",30509,""Weißensee"",28,14,289,67,109,1669,67,219,257,65,19,4,382,79,37,839"
"2014,""Pankow"",30510,""Weißensee Ost"",5,4,146,27,53,591,26,132,80,36,8,2,180,32,24,326"
"2014,""Pankow"",30611,""Prenzlauer Berg Nordwest"",38,22,224,61,56,1935,51,234,507,45,12,4,319,90,76,760"
"2014,""Pankow"",30612,""Prenzlauer Berg Nord"",31,13,168,37,56,1984,80,213,546,38,7,4,284,123,35,627"
"2014,""Pankow"",30613,""Helmholtzplatz"",10,4,137,40,32,1472,47,109,364,95,7,4,215,64,23,609"
"2014,""Pankow"",30614,""Prenzlauer Berg Ost"",30,18,247,60,63,2298,92,313,351,77,10,4,546,228,51,701"
"2014,""Pankow"",30715,""Prenzlauer Berg Südwest"",24,13,319,95,56,2267,62,192,426,187,8,2,351,110,31,934"
"2014,""Pankow"",30716,""Prenzlauer Berg Süd"",13,7,145,28,49,1697,100,229,380,137,13,6,321,73,29,738"
"2014,""Pankow"",39900,""Bezirk (Pk), nicht zuzuordnen"",37,27,68,22,44,678,47,201,170,0,1,0,36,0,65,211"
"2014,""Charlottenburg-Wilmersdorf"",40101,""Charlottenburg-Nord"",47,25,302,59,120,1216,54,396,64,76,9,4,246,50,160,759"
"2014,""Charlottenburg-Wilmersdorf"",40202,""Heerstrasse"",16,10,163,52,41,692,54,191,56,96,1,1,184,76,26,307"
"2014,""Charlottenburg-Wilmersdorf"",40203,""Westend"",36,24,222,44,121,2767,64,406,193,112,12,8,280,55,20,776"
"2014,""Charlottenburg-Wilmersdorf"",40304,""Schloß Charlottenburg"",30,8,242,53,101,1205,23,165,231,88,6,3,233,67,38,643"
"2014,""Charlottenburg-Wilmersdorf"",40305,""Mierendorffplatz"",41,16,138,39,68,825,16,205,71,42,5,0,119,16,151,369"
"2014,""Charlottenburg-Wilmersdorf"",40306,""Otto-Suhr-Allee"",52,28,429,87,163,2391,50,289,361,118,12,3,368,77,79,1040"
"2014,""Charlottenburg-Wilmersdorf"",40307,""Neue Kantstraße"",36,12,235,59,77,1598,57,323,277,110,11,7,219,55,116,660"
"2014,""Charlottenburg-Wilmersdorf"",40308,""Kantstraße"",54,21,232,51,117,2830,24,216,321,103,10,4,225,22,138,664"
"2014,""Charlottenburg-Wilmersdorf"",40309,""Kurfürstendamm"",107,52,919,278,185,4781,48,377,216,106,9,6,376,93,168,1554"
"2014,""Charlottenburg-Wilmersdorf"",40310,""Halensee"",16,7,124,33,73,1018,37,160,107,84,4,2,153,36,35,391"
"2014,""Charlottenburg-Wilmersdorf"",40411,""Grunewald"",13,8,82,21,51,931,63,300,56,244,7,3,124,15,16,434"
"2014,""Charlottenburg-Wilmersdorf"",40412,""Schmargendorf"",12,7,85,14,36,607,23,131,67,99,4,1,67,2,8,256"
"2014,""Charlottenburg-Wilmersdorf"",40413,""Wiesbadener Straße"",7,5,73,7,31,605,16,121,183,74,5,2,90,20,16,242"
"2014,""Charlottenburg-Wilmersdorf"",40514,""Düsseldorfer Straße"",59,35,219,35,119,1878,83,434,239,170,19,5,345,95,69,783"
"2014,""Charlottenburg-Wilmersdorf"",40515,""Barstraße"",18,14,108,22,56,854,19,209,170,59,3,3,108,22,39,301"
"2014,""Charlottenburg-Wilmersdorf"",40516,""Volkspark Wilmersdorf"",56,35,261,51,81,1920,70,385,400,165,9,4,272,67,51,722"
"2014,""Charlottenburg-Wilmersdorf"",40617,""Forst Grunewald"",0,0,6,2,3,43,0,17,3,0,0,0,13,1,3,11"
"2014,""Charlottenburg-Wilmersdorf"",49900,""Bezirk (Ch-Wi), nicht zuzuordnen"",41,31,0,0,50,668,66,349,102,0,8,2,0,0,75,135"
"2014,""Spandau"",50101,""Hakenfelde"",17,10,156,42,65,705,33,148,63,36,18,7,173,9,32,376"
"2014,""Spandau"",50102,""Falkenhagener Feld"",36,14,420,87,137,1202,31,224,164,98,29,10,357,33,61,991"
"2014,""Spandau"",50103,""Spandau Mitte"",99,67,674,154,212,2815,36,354,304,55,26,10,546,83,226,1624"
"2014,""Spandau"",50204,""Brunsbütteler Damm"",16,12,132,35,79,780,36,145,64,75,13,4,146,14,24,350"
"2014,""Spandau"",50205,""Heerstraße Nord"",34,24,362,67,127,1028,34,155,99,71,33,10,297,20,30,858"
"2014,""Spandau"",50206,""Wilhelmstadt"",64,27,536,127,190,2215,33,252,240,95,21,12,467,83,92,1075"
"2014,""Spandau"",50307,""Haselhorst"",19,7,150,33,49,859,31,195,65,31,17,8,167,17,18,351"
"2014,""Spandau"",50308,""Siemensstadt"",24,7,168,43,60,1015,38,201,102,31,9,5,165,45,15,464"
"2014,""Spandau"",50409,""Gatow/Kladow"",7,4,81,16,31,454,22,95,27,63,6,4,93,5,6,154"
"2014,""Spandau"",59900,""Bezirk (Sp), nicht zuzuordnen"",28,23,45,15,38,317,18,116,46,0,2,0,35,0,45,165"
"2014,""Steglitz-Zehlendorf"",60101,""Schloßstr."",43,18,174,45,77,2302,39,173,180,115,8,2,247,74,40,488"
"2014,""Steglitz-Zehlendorf"",60102,""Albrechtstr."",43,25,267,43,136,1449,85,348,229,145,16,5,417,78,42,823"
"2014,""Steglitz-Zehlendorf"",60203,""Lankwitz"",26,13,277,63,129,1147,67,290,101,101,37,18,271,37,116,661"
"2014,""Steglitz-Zehlendorf"",60204,""Ostpreußendamm"",15,7,199,38,85,1238,63,289,222,130,12,5,309,33,46,560"
"2014,""Steglitz-Zehlendorf"",60305,""Teltower Damm"",25,12,150,29,79,1377,58,362,311,146,14,4,315,64,42,456"
"2014,""Steglitz-Zehlendorf"",60306,""Drakestr."",9,7,200,29,103,1645,86,363,222,136,11,7,278,53,44,557"
"2014,""Steglitz-Zehlendorf"",60407,""Zehlendorf Südwest"",18,14,137,25,67,1264,69,310,143,159,14,3,315,103,23,394"
"2014,""Steglitz-Zehlendorf"",60408,""Zehlendorf Nord"",21,11,145,27,83,2379,104,573,376,446,25,6,428,143,44,655"
"2014,""Steglitz-Zehlendorf"",69900,""Bezirk (St-Zd), nicht zuzuordnen"",10,8,26,4,30,291,11,100,76,1,2,2,0,0,36,101"
"2014,""Tempelhof-Schöneberg"",70101,""Schöneberg-Nord"",170,105,725,210,278,4601,67,492,527,261,42,12,571,106,315,1865"
"2014,""Tempelhof-Schöneberg"",70202,""Schöneberg-Süd"",57,26,539,121,174,3036,49,406,685,168,22,6,493,113,216,1220"
"2014,""Tempelhof-Schöneberg"",70303,""Friedenau"",43,30,252,42,93,2785,67,386,472,179,24,16,407,127,52,777"
"2014,""Tempelhof-Schöneberg"",70404,""Tempelhof"",80,49,671,142,290,3816,113,798,372,186,46,14,745,138,316,1793"
"2014,""Tempelhof-Schöneberg"",70505,""Mariendorf"",47,28,395,94,161,1807,78,490,146,142,20,9,437,55,96,976"
"2014,""Tempelhof-Schöneberg"",70606,""Marienfelde"",27,19,204,37,85,1231,37,267,115,55,29,10,286,30,43,552"
"2014,""Tempelhof-Schöneberg"",70707,""Lichtenrade"",28,14,304,59,138,1146,74,330,121,126,23,5,389,55,69,726"
"2014,""Tempelhof-Schöneberg"",79900,""Bezirk (Th-Sb), nicht zuzuordnen"",44,35,27,0,36,640,19,167,102,0,7,1,39,0,39,155"
"2014,""Neukölln"",80101,""Schillerpromenade"",71,37,519,139,158,1923,25,310,180,123,18,8,547,190,519,1176"
"2014,""Neukölln"",80102,""Neuköllner Mitte/Zentrum"",93,46,773,243,252,4450,60,553,247,154,36,10,615,113,176,1717"
"2014,""Neukölln"",80103,""Reuterstraße"",71,32,569,147,172,2898,45,248,319,192,18,7,495,129,129,1248"
"2014,""Neukölln"",80104,""Rixdorf"",88,41,576,151,159,2328,52,490,331,194,28,12,545,95,124,1358"
"2014,""Neukölln"",80105,""Köllnische Heide"",26,13,199,55,122,1132,32,345,37,48,22,12,536,46,42,539"
"2014,""Neukölln"",80206,""Britz"",73,46,457,111,178,2243,90,572,167,175,27,8,450,61,92,1207"
"2014,""Neukölln"",80207,""Buckow"",18,8,133,20,67,687,49,203,32,81,8,4,177,14,7,359"
"2014,""Neukölln"",80308,""Gropiusstadt"",55,39,341,92,132,1687,42,184,185,88,27,11,471,44,33,963"
"2014,""Neukölln"",80409,""Buckow Nord"",9,4,94,15,31,468,9,96,30,51,10,8,71,4,9,204"
"2014,""Neukölln"",80410,""Rudow"",32,18,207,54,92,1186,114,317,153,174,22,10,300,30,8,542"
"2014,""Neukölln"",89900,""Bezirk (Nk), nicht zuzuordnen"",44,36,84,20,65,687,20,164,51,1,2,1,46,0,41,231"
"2014,""Treptow-Köpenick"",90101,""Alt-Treptow"",45,36,134,35,43,1198,30,183,281,38,11,5,195,62,66,364"
"2014,""Treptow-Köpenick"",90102,""Plänterwald"",11,7,45,8,23,746,36,175,63,38,11,8,148,14,16,247"
"2014,""Treptow-Köpenick"",90103,""Baumschulenweg"",19,8,106,23,57,894,63,216,125,52,8,3,140,24,21,305"
"2014,""Treptow-Köpenick"",90104,""Johannisthal"",15,9,84,17,47,581,31,105,81,37,10,2,149,13,12,253"
"2014,""Treptow-Köpenick"",90205,""Oberschöneweide"",12,5,287,65,94,987,46,245,138,23,12,7,221,39,50,587"
"2014,""Treptow-Köpenick"",90206,""Niederschöneweide"",13,8,153,20,27,924,22,106,129,20,7,4,193,92,38,296"
"2014,""Treptow-Köpenick"",90207,""Adlershof"",13,7,112,23,59,1054,44,183,165,28,11,5,201,79,19,324"
"2014,""Treptow-Köpenick"",90208,""Köllnische Vorstadt/Spindlersfeld"",5,5,117,19,36,379,27,68,78,13,3,1,101,18,20,276"
"2014,""Treptow-Köpenick"",90309,""Altglienicke"",9,5,148,20,56,724,71,178,95,61,5,1,129,19,23,299"
"2014,""Treptow-Köpenick"",90310,""Bohnsdorf"",7,6,53,11,28,400,19,124,54,28,1,1,68,12,10,128"
"2014,""Treptow-Köpenick"",90311,""Grünau"",5,1,43,16,13,272,8,83,63,8,3,2,98,38,4,95"
"2014,""Treptow-Köpenick"",90312,""Schmöckwitz/Karolinenhof/Rauchfangswerder"",1,1,19,2,6,176,3,53,6,13,1,0,23,0,2,42"
"2014,""Treptow-Köpenick"",90413,""Köpenick-Süd"",4,2,64,10,28,437,21,142,72,15,20,6,176,17,12,222"
"2014,""Treptow-Köpenick"",90414,""Allende-Viertel"",2,0,50,13,29,222,14,36,25,8,3,2,61,11,5,117"
