"Year,""District"",""Code"",""Location"",""Robbery"",""Street_robbery"",""Injury"",""Agg_assault"",""Threat"",""Theft"",""Car"",""From_car"",""Bike"",""Burglary"",""Fire"",""Arson"",""Damage"",""Graffiti"",""Drugs"",""Local"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-17"",""0.19"",""1.5"",""3.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-18"",""0.00"",""0.0"",""3.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-19"",""0.00"",""0.0"",""3.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-20"",""0.00"",""0.0"",""3.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-21"",""0.01"",""0.0"",""1.2"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-22"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-23"",""0.51"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-26"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-28"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-29"",""1.20"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-30"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2013-12-31"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-01"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-02"",""0.33"",""3.1"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-03"",""0.29"",""3.3"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-04"",""0.00"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-05"",""0.14"",""0.0"",""3.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-06"",""0.36"",""0.0"",""1.2"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-08"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-09"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-10"",""0.11"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-11"",""0.50"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-12"",""0.05"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-13"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-14"",""0.38"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-18"",""0.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-19"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-21"",""0.46"",""11.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-22"",""0.02"",""0.5"",""11.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-23"",""0.00"",""0.0"",""7.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-24"",""0.00"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-25"",""0.04"",""1.0"",""3.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-26"",""0.00"",""0.0"",""3.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-27"",""0.00"",""0.0"",""3.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-28"",""0.00"",""0.0"",""1.2"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-29"",""0.04"",""0.8"",""2.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-30"",""0.00"",""0.0"",""1.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-01-31"",""0.00"",""0.0"",""1.2"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-01"",""0.00"",""0.0"",""1.2"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-02"",""0.00"",""0.0"",""1.2"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-03"",""1.17"",""8.0"",""1.2"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-04"",""0.00"",""0.0"",""7.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-05"",""1.43"",""4.0"",""9.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-06"",""0.00"",""0.0"",""9.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-07"",""0.00"",""0.0"",""9.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-08"",""0.00"",""0.0"",""9.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-09"",""0.10"",""1.2"",""7.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-10"",""0.00"",""0.0"",""9.8"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-11"",""0.00"",""0.0"",""9.8"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-12"",""0.00"",""0.0"",""9.8"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-13"",""1.78"",""9.5"",""11.8"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-14"",""0.30"",""3.0"",""18.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-15"",""0.13"",""1.6"",""18.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-16"",""0.00"",""0.0"",""18.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-17"",""0.00"",""0.0"",""16.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-18"",""0.16"",""1.5"",""18.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-19"",""0.26"",""0.0"",""16.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-20"",""0.03"",""0.0"",""15.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-21"",""0.09"",""0.0"",""13.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-22"",""0.00"",""0.0"",""9.8"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-23"",""0.00"",""0.0"",""9.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-24"",""0.00"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-25"",""0.00"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-26"",""0.03"",""0.2"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-27"",""0.00"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-02-28"",""0.00"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-01"",""0.00"",""0.0"",""5.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-02"",""0.00"",""0.0"",""5.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-03"",""0.04"",""0.1"",""5.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-04"",""0.00"",""0.0"",""5.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-05"",""0.00"",""0.0"",""3.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-06"",""0.00"",""0.0"",""3.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-07"",""0.00"",""0.0"",""3.9"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-08"",""0.00"",""0.0"",""3.1"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-09"",""0.00"",""0.0"",""2.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-10"",""0.00"",""0.0"",""1.2"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-11"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-12"",""0.35"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-13"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-19"",""0.92"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-21"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-22"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-23"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-26"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-28"",""0.04"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-29"",""1.81"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-30"",""0.35"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-03-31"",""0.16"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-01"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-03"",""0.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-04"",""0.21"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-07"",""0.52"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-08"",""0.34"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-09"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-10"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-11"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-12"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-13"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-15"",""0.71"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-16"",""0.05"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-19"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-21"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-22"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-23"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-25"",""0.02"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-26"",""0.92"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-28"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-29"",""0.03"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-04-30"",""4.97"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-01"",""0.12"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-03"",""0.08"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-04"",""0.02"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-08"",""0.41"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-09"",""0.04"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-10"",""0.37"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-11"",""0.03"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-12"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-13"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-14"",""0.01"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-15"",""0.15"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-16"",""1.54"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-19"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-21"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-22"",""0.24"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-23"",""0.91"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-24"",""0.40"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-26"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-28"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-29"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-30"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-05-31"",""0.05"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-01"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-02"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-03"",""0.12"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-04"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-05"",""0.87"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-08"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-09"",""1.60"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-10"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-11"",""0.02"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-12"",""0.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-13"",""1.28"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-14"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-15"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-19"",""0.15"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-21"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-22"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-23"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-25"",""0.08"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-26"",""0.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-27"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-28"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-29"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-06-30"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-01"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-02"",""0.96"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-03"",""1.78"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-04"",""0.14"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-07"",""0.04"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-08"",""0.39"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-09"",""0.09"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-10"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-11"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-12"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-13"",""0.03"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-14"",""0.46"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-15"",""1.30"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-16"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-17"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-18"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-19"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-20"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-21"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-22"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-23"",""0.19"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-24"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-25"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-26"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-27"",""0.02"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-28"",""0.19"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-29"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-30"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-07-31"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-01"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-02"",""0.41"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-03"",""0.07"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-04"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-05"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-06"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-07"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-08"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-09"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-10"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-11"",""0.00"",""0.0"",""0.0"""
"""USW00094728"",""NY CITY CENTRAL PARK, NY US"",""2014-08-12"",""0.19"",""0.0"",""0.0"""
